user,uid,proc_pid,proc_ppid,path,argv,conn_id,timestamp_epoch_ms,source_port,dest_port,ip_version,source_ip,dest_ip,byte_cnt,packet_cnt
,0,9399,9397,/usr/bin/perl,,4035587968,1371797651780,49888,6667,4,10.32.92.230,69.42.215.170,560,10
,0,1545,1,/usr/lib/vmware-tools/bin32/appLoader,,4036393216,1371797654411,49890,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,9450,9448,/usr/bin/perl,,4134135488,1371797649037,45835,53,4,10.32.92.230,70.0.0.1,224,4
,0,9455,9453,/usr/bin/perl,,4134134912,1371797649149,46621,53,4,10.32.92.230,70.0.0.1,224,4
,0,9399,9397,/usr/bin/perl,,4036393216,1371797659787,49892,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,9399,9397,/usr/bin/perl,,4036393216,1371797663791,49894,6667,4,10.32.92.230,69.42.215.170,1680,30
,0,3259,3241,/home/user/honelogd,,4035317696,1371797658002,0,0,4,10.32.92.230,212.110.79.74,5444,221
,0,9399,9397,/usr/bin/perl,,4036393216,1371797667795,49897,6667,4,10.32.92.230,69.42.215.170,1400,25
,0,9399,9397,/usr/bin/perl,,4036393216,1371797671799,49899,6667,4,10.32.92.230,69.42.215.170,1120,20
,0,9399,9397,/usr/bin/perl,,4036393216,1371797675803,49901,6667,4,10.32.92.230,69.42.215.170,840,15
,0,9450,9448,/usr/bin/perl,,4134135488,1371797669044,60131,53,4,10.32.92.230,70.0.0.1,224,4
,0,9455,9453,/usr/bin/perl,,4134134912,1371797669155,55513,53,4,10.32.92.230,70.0.0.1,168,3
,0,9399,9397,/usr/bin/perl,,4036393216,1371797679806,49903,6667,4,10.32.92.230,69.42.215.170,560,10
,0,9399,9397,/usr/bin/perl,,4036393216,1371797683810,49905,6667,4,10.32.92.230,69.42.215.170,280,5
,0,1545,1,/usr/lib/vmware-tools/bin32/appLoader,,4036329472,1371797684421,49906,6667,4,10.32.92.230,69.42.215.170,2012,36
,0,9399,9397,/usr/bin/perl,,4036329472,1371797689816,49908,6667,4,10.32.92.230,69.42.215.170,1960,35
,0,9399,9397,/usr/bin/perl,,4036329472,1371797693819,49910,6667,4,10.32.92.230,69.42.215.170,1732,31
,0,9450,9448,/usr/bin/perl,,4134135488,1371797689046,47217,53,4,10.32.92.230,70.0.0.1,224,4
,0,9455,9453,/usr/bin/perl,,4134134912,1371797689157,51438,53,4,10.32.92.230,70.0.0.1,224,4
,0,9399,9397,/usr/bin/perl,,4036329472,1371797697823,49912,6667,4,10.32.92.230,69.42.215.170,1400,25
,0,9399,9397,/usr/bin/perl,,4036329472,1371797701827,49914,6667,4,10.32.92.230,69.42.215.170,1120,20
,0,9399,9397,/usr/bin/perl,,4036329472,1371797705831,49916,6667,4,10.32.92.230,69.42.215.170,840,15
